"full_name","diameter","epoch_mjd","e","a","i","om","w","ma","n","moid"
"       (1999 JZ10)",,60200,0.4731,1.306,25.92,54.49,80.03,149.01,0.6603,0.0379
"       (1999 LX1)",,51340,0.7268,1.165,19.81,251.99,133.36,321.11,0.7843,0.0242
"       (1999 SG10)",,60200,0.6132,1.454,23.56,13.39,103.41,202.80,0.5622,0.029
"       (1999 TO13)",,51466,0.4359,1.583,20.25,15.14,302.23,25.96,0.4947,0.0307
"       (1999 TT16)",,60200,0.6628,2.157,1.99,327.13,149.62,159.15,0.3111,0.0228
"       (1999 UR)",,60200,0.5040,1.898,3.59,50.65,18.21,36.84,0.3768,0.0143
"       (1999 XS35)",,60200,0.9482,17.79,19.67,48.70,333.30,114.52,0.01313,0.0144
"       (1999 XK136)",0.811,60200,0.7031,2.384,2.67,63.10,303.18,179.84,0.2678,0.0117
"       (1999 YD)",,60200,0.5933,2.463,1.38,9.41,61.77,54.18,0.255,0.0255
"       (2000 AA6)",0.316,60200,0.5196,1.286,2.03,279.73,287.71,38.37,0.6756,0.00756
"       (2000 CM33)",,60200,0.2722,1.323,11.55,132.84,50.25,159.82,0.6479,0.0419
"       (2000 CO33)",,51582,0.5647,2.334,18.21,319.73,178.83,0.68,0.2763,0.0296
"       (2000 CP101)",,60200,0.6197,1.774,10.44,160.22,247.91,15.83,0.417,0.044
"       (2000 DN1)",,60200,0.6810,2.85,8.05,41.18,147.96,281.75,0.2049,0.0204
"       (2000 EU70)",,60200,0.7674,2.216,13.02,165.32,254.10,63.92,0.2989,0.037
"       (2000 JF5)",,51668,0.5551,2.048,13.71,58.12,216.90,347.01,0.3363,0.0209
"       (2000 KA)",,60200,0.4619,1.332,6.73,62.44,83.31,97.37,0.6412,0.00174
"       (2000 LF3)",,60200,0.6545,2.593,14.60,81.90,224.28,200.85,0.236,0.00423
"       (2000 PY5)",,60200,0.6022,2.314,3.79,147.30,94.74,217.78,0.28,0.0459
"       (2000 PP9)",,60200,0.5507,2.329,5.60,171.69,159.62,178.17,0.2773,0.0462
"       (2000 QS7)",,60200,0.6674,2.671,3.20,153.44,218.89,83.97,0.2258,0.00688
"       (2000 QV7)",,60200,0.5232,1.408,9.12,154.76,79.55,321.64,0.5896,0.0176
"       (2000 SL10)",,60200,0.3385,1.372,1.46,208.70,78.62,143.18,0.6135,0.0108
"       (2000 TU28)",,60200,0.1828,1.073,15.60,202.99,280.96,143.91,0.8871,0.00167
"       (2000 UQ30)",,60200,0.4549,1.746,4.26,60.18,37.87,306.16,0.4271,0.0119
"       (2000 WC1)",,60200,0.2625,0.8793,17.41,50.79,230.08,350.30,1.195,0.0043
"       (2000 WH10)",,51869,0.6616,2.523,13.27,50.35,63.26,350.12,0.2459,0.049
"       (2000 YG29)",,60200,0.6835,3.216,18.86,92.17,359.08,1.94,0.1709,0.0334
"       (2001 CA21)",,51943,0.7752,1.663,4.96,46.65,218.63,336.27,0.4595,0.0375
"       (2001 EC)",,60200,0.7654,2.599,0.61,315.90,115.88,160.76,0.2352,0.00348
"       (2001 FA58)",,60200,0.7195,2.255,8.22,155.83,114.52,205.91,0.291,0.0432
"       (2001 FC58)",,60200,0.3433,1.021,6.77,174.61,261.23,4.53,0.9558,0.0151
"       (2001 FB90)",,51993,0.7820,2.455,1.92,266.05,14.64,343.04,0.2563,0.0319
"       (2001 GR2)",,60200,0.6215,1.862,11.83,190.22,99.35,272.18,0.3878,0.0127
"       (2001 GT2)",,60200,0.6293,2.404,3.73,146.00,359.53,20.29,0.2644,0.0416
"       (2001 HL31)",,52031,0.7785,2.434,12.86,38.36,286.86,345.73,0.2595,0.0497
"       (2001 JV1)",,60200,0.4353,1.705,6.62,92.21,201.04,348.45,0.4426,0.0221
"       (2001 KF54)",,60200,0.6505,2.338,1.63,172.48,170.88,53.55,0.2757,0.0208
"       (2001 LD)",,60200,0.3760,1.421,30.15,79.23,114.33,84.37,0.582,0.0349
"       (2001 SQ3)",,60200,0.2545,1.11,23.90,356.16,268.27,351.35,0.8429,0.028
"       (2001 SY269)",,60200,0.5972,1.68,1.86,232.11,223.86,5.78,0.4527,0.0201
"       (2001 SZ269)",,60200,0.6615,2.365,2.45,98.95,191.19,31.78,0.2709,0.0331
"       (2001 TA2)",,60200,0.6472,1.771,3.26,50.37,227.38,136.66,0.4182,0.0365
"       (2001 TC45)",,60200,0.6426,2.217,15.47,35.16,67.04,206.96,0.2985,0.0238
"       (2001 VB)",,52220,0.9002,2.392,9.53,306.04,224.38,349.84,0.2664,0.0225
"       (2001 VC2)",,60200,0.1322,1.041,12.51,67.05,103.87,88.85,0.9277,0.0201
"       (2001 VJ5)",,60200,0.5612,1.933,6.06,44.69,67.64,28.99,0.3668,0.0257
"       (2001 WH1)",,52245,0.8000,2.461,15.57,68.43,107.20,346.03,0.2553,0.0442
"       (2001 XQ)",,60200,0.7211,3.631,28.59,250.68,189.80,51.14,0.1425,0.032
"       (2001 XX4)",,60200,0.5567,1.006,0.85,127.07,186.83,255.65,0.9761,0.0113
"       (2001 XP31)",,60200,0.3852,1.146,6.13,241.23,81.74,328.03,0.8029,0.0113
"       (2001 YP3)",,60200,0.6223,2.493,7.93,101.93,36.28,171.81,0.2504,0.017
"       (2001 YV3)",,60200,0.7189,1.946,5.20,107.21,244.42,20.84,0.3631,0.0332
"       (2001 YB5)",,60200,0.8646,2.339,5.55,108.37,115.29,5.83,0.2756,0.00375
"       (2002 AV)",,60200,0.6572,2.472,2.85,123.63,286.01,225.55,0.2536,0.0201
"       (2002 AY1)",,60200,0.4374,0.779,29.89,287.85,323.84,82.58,1.434,0.00846
"       (2002 AZ1)",,60200,0.6669,2.118,8.14,113.60,97.16,344.59,0.3197,0.0156
"       (2002 AS4)",,52283,0.8014,1.267,27.03,285.56,42.56,35.26,0.691,0.0383
"       (2002 AT4)",,60200,0.4472,1.866,1.50,323.44,203.12,158.66,0.3866,0.039
"       (2002 AC9)",,60200,0.5605,1.703,2.28,2.43,28.62,297.01,0.4435,0.0288
"       (2002 BM26)",0.84,60200,0.4448,1.832,16.22,319.61,180.53,251.54,0.3974,0.0293
"       (2002 CY9)",,60200,0.5074,1.647,41.96,305.30,117.35,104.70,0.4663,0.00511
"       (2002 DO3)",,60200,0.4989,1.862,3.80,56.11,165.63,154.94,0.3881,0.0293
"       (2002 EU11)",,52351,0.6885,2.397,2.94,346.34,274.44,345.60,0.2656,0.0146
"       (2002 EV11)",,60200,0.8898,2.099,11.61,183.63,218.06,46.71,0.324,0.0444
"       (2002 FQ5)",,60200,0.5880,1.915,7.56,196.18,80.77,6.57,0.3718,0.034
"       (2002 GM5)",,52378,0.6954,2.123,7.30,14.01,274.02,343.47,0.3185,0.00825
"       (2002 GJ8)",,60200,0.6817,3.232,30.13,144.83,174.51,357.82,0.1696,0.0181
"       (2002 HP11)",,60200,0.7643,2.069,5.13,9.06,90.55,90.78,0.3311,0.0158
"       (2002 JZ8)",,60200,0.6321,2.776,11.40,196.44,343.73,254.46,0.2131,0.0324
"       (2002 JQ9)",,60200,0.3944,1.156,25.00,51.88,76.11,113.23,0.7926,0.0476
"       (2002 KG4)",,60200,0.6619,2.937,27.62,64.44,149.88,90.91,0.1958,0.0327
"       (2002 KK8)",,60200,0.4662,1.953,24.54,76.96,174.14,283.32,0.3611,0.0286
"       (2002 LX)",,60200,0.6693,2.516,3.24,197.44,345.47,136.82,0.247,0.0378
"       (2002 LX64)",,60200,0.5707,1.357,4.85,285.52,230.98,200.80,0.6234,0.0415
"       (2002 MX)",,52447,0.7964,2.508,1.96,284.30,237.58,13.75,0.2482,0.0149
"       (2002 MR3)",,52459,0.6183,1.501,9.74,110.54,66.95,31.16,0.5361,0.043
"       (2002 MT3)",,60200,0.6747,2.866,6.32,167.64,27.39,192.36,0.2031,0.00791
"       (2002 NY40)",,60200,0.7082,2.05,5.89,145.30,269.86,48.72,0.3358,0.00114
"       (2002 PR1)",,60200,0.5880,2.494,6.59,148.28,208.40,116.14,0.2503,0.042
"       (2002 PE130)",,60200,0.6252,2.55,15.56,357.21,33.95,42.85,0.242,0.0147
"       (2002 QQ40)",,60200,0.5640,1.215,1.72,104.06,356.52,199.66,0.7359,0.0281
"       (2002 QW47)",,60200,0.5186,1.971,4.22,116.25,140.91,240.39,0.3562,0.00323
"       (2002 SQ41)",,60200,0.7987,2.613,25.11,21.57,96.03,336.83,0.2333,0.0157
"       (2002 TP69)",,60200,0.4698,1.947,1.97,94.43,317.03,241.62,0.3627,0.0487
"       (2002 TB70)",,60200,0.1317,1.133,16.66,195.03,350.90,321.00,0.8175,0.0167
"       (2002 VR85)",,60200,0.6039,1.814,6.03,204.44,299.32,156.81,0.4035,0.028
"       (2002 XO14)",,60200,0.6470,2.784,2.62,295.30,184.89,159.19,0.2121,0.000621
"       (2003 AY2)",,60200,0.5643,1.823,10.32,274.96,285.99,119.43,0.4005,0.0211
"       (2003 AC23)",,60200,0.5822,2.17,2.06,43.73,126.47,153.12,0.3083,0.00644
"       (2003 AF23)",,60200,0.4259,0.8744,23.23,286.75,43.95,193.93,1.205,0.0318
"       (2003 BB21)",,60200,0.5543,2.229,4.77,344.12,212.78,50.81,0.2962,0.0255
"       (2003 BR47)",,60200,0.5003,1.628,4.42,314.42,112.68,352.21,0.4743,0.00737
"       (2003 CG11)",,60200,0.7347,2.591,21.28,130.44,107.15,323.45,0.2363,0.0183
"       (2003 EG16)",,60200,0.6891,2.391,20.38,151.29,110.60,173.79,0.2665,0.000179
"       (2003 GG21)",,60200,0.7118,2.139,10.16,11.09,97.32,202.71,0.315,0.00885
"       (2003 GQ22)",,60200,0.1820,0.8719,17.02,199.50,168.78,217.02,1.211,0.0227
"       (2003 GR22)",,60200,0.6085,1.545,6.17,23.42,276.84,201.43,0.5133,0.00712
"       (2003 GP51)",,52751,0.6022,2.152,2.86,141.89,357.51,17.68,0.3123,0.0374
"       (2003 HM)",,60200,0.2699,0.8135,26.27,30.45,19.32,74.59,1.343,0.00579
"       (2003 MU)",,60200,0.4946,2.054,5.90,143.64,175.64,295.38,0.3349,0.0253
"       (2003 MS2)",,60200,0.1263,1.042,20.02,100.83,254.51,296.57,0.9263,0.0236
"       (2003 MK4)",,60200,0.1814,1.081,22.32,282.58,109.71,267.51,0.8774,0.000357
"       (2003 OC3)",,60200,0.5975,2.251,13.13,172.34,23.02,7.92,0.2919,0.0475
"       (2003 RS1)",,60200,0.6419,2.774,2.66,172.35,164.15,101.99,0.2133,0.000962
"       (2003 RB5)",,52889,0.4716,1.884,44.62,341.93,27.59,352.17,0.381,0.0244
"       (2003 SK84)",,60200,0.7426,2.537,8.95,344.09,118.30,327.13,0.244,0.0449
"       (2003 SS84)",,60200,0.5716,1.931,5.49,198.17,234.89,138.81,0.3672,0.00537
"       (2003 TK2)",,60200,0.6473,2.348,4.29,0.97,321.03,210.67,0.274,0.021
"       (2003 TO9)",,60200,0.6042,2.428,3.11,197.98,225.07,86.01,0.2606,0.0185
"       (2003 TR9)",,60200,0.7016,1.641,13.47,198.36,71.04,197.95,0.4688,0.0206
"       (2003 UB5)",,60200,0.6039,2.603,10.62,82.83,353.80,243.04,0.2347,0.047
"       (2003 UX5)",,60200,0.3408,1.441,21.45,50.50,50.38,144.43,0.5695,0.0493
"       (2003 VE1)",,60200,0.4952,1.942,16.34,29.52,323.32,139.50,0.3642,0.0427
"       (2003 WG)",,60200,0.7841,2.438,27.14,46.63,262.01,86.12,0.259,0.0286
"       (2003 WP21)",,60200,0.7812,2.271,4.31,37.12,124.68,277.24,0.2881,0.0337
"       (2003 WC158)",,60200,0.6279,2.64,9.02,251.04,144.51,228.50,0.2298,0.0419
"       (2003 WH166)",,60200,0.5574,1.936,0.70,185.69,329.41,95.66,0.366,0.00489
"       (2003 YP1)",,60200,0.6424,2.655,7.49,276.67,131.44,215.49,0.2278,0.044
"       (2003 YS17)",,60200,0.3129,0.9299,6.53,98.91,134.64,240.86,1.099,0.03
"       (2003 YD45)",,60200,0.6932,2.494,8.43,252.16,105.03,20.61,0.2502,0.0282
"       (2003 YL118)",,60200,0.4862,1.131,7.61,278.69,65.76,197.80,0.8198,0.0211
"       (2003 YH136)",,53008,0.8950,2.353,16.04,306.72,304.12,348.07,0.273,0.00817
"       (2004 CO49)",,60200,0.3883,1.375,4.26,115.13,315.95,86.40,0.6114,0.0217
"       (2004 DM44)",,60200,0.7109,2.478,10.54,350.73,95.66,18.16,0.2527,0.0411
"       (2004 FW1)",,60200,0.7171,1.61,10.16,194.59,91.24,163.39,0.4823,0.0481
"       (2004 FJ11)",,60200,0.5620,2.248,2.39,20.89,232.50,255.55,0.2925,0.0208
"       (2004 FY31)",,60200,0.5561,2.168,11.20,28.76,197.41,24.86,0.3089,0.0225
"       (2004 GB2)",,60200,0.6491,2.119,12.42,208.95,255.41,132.07,0.3196,0.0223
"       (2004 GE2)",,53111,0.7067,2.045,2.16,45.13,259.93,341.24,0.3369,0.00572
"       (2004 HD2)",,53121,0.8338,2.317,15.44,26.90,61.77,15.25,0.2795,0.034
"       (2004 HF12)",,60200,0.6484,2.138,13.41,21.83,105.94,88.93,0.3153,0.0199
"       (2004 HG12)",,53119,0.3450,1.442,26.54,208.22,48.48,337.44,0.5691,0.0267
"       (2004 HC39)",,60200,0.5006,1.814,14.66,56.05,224.25,315.30,0.4035,0.008
"       (2004 KB)",,60200,0.2889,1.188,20.68,230.92,243.25,60.35,0.7612,0.0227
"       (2004 KE17)",,53157,0.6220,2.799,26.96,68.92,175.29,0.76,0.2105,0.0456
"       (2004 LB)",,60200,0.0529,1.051,37.33,254.01,144.71,174.36,0.9144,0.0187
"       (2004 LY5)",,60200,0.7779,1.831,16.06,86.82,295.64,255.88,0.3978,0.0182
"       (2004 MX2)",1.258,60200,0.7189,2.762,18.10,116.17,243.75,48.12,0.2148,0.00212
"       (2004 MP7)",,60200,0.7190,2.73,17.65,95.13,112.34,100.55,0.2185,0.0094
"       (2004 PS42)",,60200,0.1675,1.242,23.19,304.30,323.52,317.49,0.7117,0.0471
"       (2004 QB)",,60200,0.6542,2.112,11.02,131.30,111.66,96.49,0.3211,0.0148
"       (2004 QX2)",,53242,0.9027,1.286,19.07,320.38,218.61,37.12,0.6756,0.0369
"       (2004 RQ10)",,60200,0.4414,1.865,5.68,335.23,349.56,174.42,0.3871,0.0328
"       (2004 RW10)",,60200,0.5934,2.352,3.11,206.09,71.82,108.41,0.2733,0.0346
"       (2004 RY10)",,60200,0.6227,1.677,15.53,165.69,283.47,238.54,0.4538,0.0445
"       (2004 RE84)",,60200,0.6055,1.674,2.00,321.93,131.84,244.41,0.455,0.0203
"       (2004 RY109)",,60200,0.4249,1.628,26.13,352.36,306.87,81.85,0.4746,0.048
"       (2004 RZ164)",,60200,0.6070,2.564,13.85,74.73,345.95,211.90,0.2401,0.0306
"       (2004 SS)",,60200,0.5290,2.197,6.52,1.37,353.36,300.89,0.3026,0.0322
"       (2004 TN1)",,60200,0.6950,2.756,8.39,213.58,233.93,38.12,0.2154,0.00608
"       (2004 TB10)",,60200,0.0937,1.103,22.50,12.83,149.93,334.79,0.8504,0.0105
"       (2004 TG10)",1.316,60200,0.8612,2.236,4.19,204.86,317.65,207.60,0.2949,0.0231
"       (2004 TL10)",,60200,0.6578,2.65,9.51,9.98,325.57,137.98,0.2285,0.0138
"       (2004 UE)",,60200,0.6457,2.634,14.57,225.44,217.64,148.45,0.2306,0.0178
"       (2004 UV1)",,60200,0.6512,2.821,20.78,76.40,20.43,339.90,0.208,0.0217
"       (2004 WK1)",,60200,0.7301,1.084,34.47,51.79,223.14,289.83,0.8728,0.042
"       (2004 XO)",,53346,0.0967,1.034,25.97,250.04,71.07,97.30,0.9369,0.0208
"       (2004 XN29)",,60200,0.7039,2.423,2.36,319.66,37.32,5.26,0.2614,0.0246
"       (2005 AV27)",,60200,0.6505,2.26,5.88,67.66,139.35,164.19,0.2901,0.0408
"       (2005 DD)",,60200,0.5682,1.934,7.33,157.15,252.29,4.05,0.3664,0.0303
"       (2005 EA)",,60200,0.6393,1.301,14.06,346.88,298.89,121.09,0.6639,0.0326
"       (2005 EO33)",,53441,0.5729,1.968,4.61,289.74,158.48,22.48,0.3569,0.0411
"       (2005 EW169)",,60200,0.5684,2.383,1.51,223.44,221.91,45.80,0.2679,0.0468
"       (2005 FE3)",,60200,0.5318,2.116,13.11,90.54,145.14,345.59,0.3201,0.03
"       (2005 GU)",,60200,0.6147,1.552,25.05,26.88,275.81,158.73,0.51,0.013
"       (2005 GJ8)",,60200,0.5512,1.767,3.39,252.60,214.78,334.73,0.4197,0.0285
"       (2005 GY8)",,60200,0.6730,2.048,2.83,179.66,103.49,79.20,0.3364,0.00299
"       (2005 GD60)",,60200,0.3741,1.33,9.90,199.06,100.09,311.52,0.6425,0.0326
"       (2005 GH81)",,60200,0.5443,1.946,11.72,19.59,118.51,299.02,0.3631,0.0422
"       (2005 JU1)",,60200,0.6858,2.337,6.07,33.00,269.57,32.09,0.2758,0.0337
"       (2005 JU81)",,60200,0.2774,1.116,17.29,56.31,72.48,265.95,0.8355,0.0298
"       (2005 KJ10)",,53522,0.5877,1.919,8.28,81.40,233.71,342.96,0.3707,0.0294
"       (2005 LW3)",,60200,0.4638,1.439,6.02,59.58,288.67,195.61,0.5711,0.00134
"       (2005 LX36)",,60200,0.5753,1.03,32.97,252.73,239.14,228.93,0.9429,0.0234
"       (2005 NE7)",,60200,0.6470,2.046,9.53,80.28,307.01,51.83,0.3367,0.0483
"       (2005 OX)",,60200,0.6177,1.331,7.62,323.61,100.45,245.15,0.6417,0.0167
"       (2005 OD3)",,60200,0.6033,2.372,16.19,323.72,38.34,333.89,0.2697,0.00883
"       (2005 OE3)",,60200,0.4286,1.567,25.37,321.03,58.41,55.02,0.5026,0.026
"       (2005 PA5)",,60200,0.2267,1.322,15.33,133.06,149.02,350.84,0.6487,0.0327
"       (2005 QZ151)",,60200,0.5795,1.938,4.85,20.70,63.18,217.42,0.3654,0.00479
"       (2005 RC34)",,60200,0.5131,2.061,10.77,290.94,36.20,34.29,0.333,0.0398
"       (2005 TP)",,60200,0.5883,2.279,7.88,86.38,353.69,59.46,0.2865,0.0395
"       (2005 TS15)",,60200,0.3529,1.26,34.00,16.20,106.10,171.94,0.6965,0.00263
"       (2005 TF49)",,60200,0.0253,1.042,24.55,25.71,301.95,13.79,0.9267,0.031
"       (2005 TR50)",,60200,0.4560,1.614,34.05,29.43,49.27,240.95,0.4806,0.00906
"       (2005 TU50)",,60200,0.5964,1.426,12.42,22.26,259.59,218.69,0.5787,0.00987
"       (2005 UR)",,53669,0.8818,2.249,6.93,20.03,140.48,346.92,0.2922,0.0335
"       (2005 UW6)",,60200,0.7390,2.048,0.87,334.23,181.26,17.32,0.3363,0.015
"       (2005 UT64)",,60200,0.5210,1.822,10.51,161.56,327.45,61.95,0.4009,0.0465
"       (2005 VO5)",,60200,0.5613,2.009,14.24,100.97,242.04,114.86,0.3462,0.039
"       (2005 VR7)",,60200,0.2872,1.083,25.25,254.86,101.09,353.15,0.8746,0.0293
"       (2005 WD)",,60200,0.5609,2.307,26.17,227.65,161.02,38.10,0.2812,0.0407
"       (2005 WA1)",,60200,0.5833,2.009,10.91,246.85,242.12,75.35,0.3461,0.0239
"       (2005 WY55)",,60200,0.7192,2.491,7.27,247.99,286.42,171.68,0.2506,0.00324
"       (2005 XT77)",,60200,0.2665,0.841,17.22,84.79,150.00,224.52,1.278,0.0263
"       (2005 YU3)",,60200,0.8414,2.552,3.02,2.49,341.51,135.84,0.2418,0.0427
"       (2005 YS8)",,53737,0.5293,1.697,17.37,56.47,298.21,32.12,0.4459,0.00717
"       (2006 AR3)",,60200,0.6364,2.47,4.71,12.32,40.80,217.38,0.254,0.00242
"       (2006 AM4)",,60200,0.6492,0.9822,4.15,123.34,139.63,331.89,1.013,0.011
"       (2006 AL8)",,60200,0.8879,3.334,35.86,311.94,65.92,332.29,0.1619,0.0494
"       (2006 BX39)",,53768,0.6375,1.903,14.35,140.43,79.12,339.81,0.3753,0.00878
"       (2006 BE55)",,60200,0.4245,1.195,2.40,125.26,126.41,103.71,0.7541,0.0236
"       (2006 CF)",,60200,0.6795,2.294,4.66,111.83,268.86,61.38,0.2837,0.0245
"       (2006 CU)",,60200,0.4539,1.51,3.80,148.73,253.22,215.61,0.5311,0.00869
"       (2006 CM10)",,53783,0.7010,2.133,18.31,143.32,92.08,342.95,0.3164,0.0191
"       (2006 CT10)",,60200,0.6624,2.889,12.89,111.20,30.52,209.45,0.2008,0.0352
"       (2006 DU62)",,60200,0.7384,1.64,16.45,322.10,71.87,174.06,0.4694,0.00604
"       (2006 GC1)",,60200,0.8172,1.706,5.98,196.11,232.89,325.29,0.4422,0.00921
"       (2006 HC2)",,60200,0.4871,1.71,3.75,198.18,66.66,260.04,0.4409,0.0156
"       (2006 HD2)",,60200,0.6011,2.031,4.02,30.21,95.85,31.68,0.3405,0.028
"       (2006 HV5)",0.307,60200,0.3156,0.8424,32.02,35.94,317.52,68.57,1.275,0.0166
"       (2006 HQ30)",,60200,0.6063,2.598,12.01,85.48,180.09,37.59,0.2354,0.00605
"       (2006 HT30)",,60200,0.6176,2.566,1.64,73.58,224.08,57.25,0.2398,0.00955
"       (2006 HW57)",,60200,0.5190,2.146,7.12,250.91,34.06,166.96,0.3136,0.0483
"       (2006 KK21)",,60200,0.8703,2.726,12.45,188.93,285.82,321.03,0.219,0.0267
"       (2006 KD40)",,60200,0.5124,2.017,21.10,86.69,217.95,356.05,0.344,0.0365
"       (2006 KN89)",,53888,0.5316,1.793,5.82,217.65,108.31,337.90,0.4107,0.0249
"       (2006 LK)",,60200,0.6387,2.858,10.18,157.78,194.30,180.40,0.204,0.033
"       (2006 LD1)",,60200,0.7012,2.317,5.96,65.50,276.12,302.93,0.2794,0.017
"       (2006 ON1)",,60200,0.6093,2.554,3.50,287.70,51.67,64.27,0.2415,0.0332
"       (2006 PA1)",,60200,0.5505,2.034,2.43,322.19,85.88,288.42,0.3398,0.0298
"       (2006 QQ23)",,60200,0.2843,0.8038,3.45,4.17,125.40,76.47,1.368,0.0332
"       (2006 RZ)",,60200,0.6420,2.466,9.01,197.37,221.09,128.40,0.2544,0.0106
"       (2006 RK1)",,60200,0.5171,1.949,9.57,153.71,131.92,106.47,0.3622,0.0257
"       (2006 SS134)",,60200,0.4420,1.171,19.54,9.01,256.10,184.96,0.7774,0.0296
"       (2006 TA8)",,54024,0.6944,2.994,21.74,208.04,217.95,354.18,0.1902,0.00521
"       (2006 UO)",,60200,0.6681,2.821,2.29,25.63,78.12,188.61,0.2081,0.0296
"       (2006 UF17)",,60200,0.8112,2.477,3.72,47.60,235.79,132.35,0.2527,0.0258
"       (2006 UQ17)",,60200,0.3808,1.624,1.74,82.09,10.35,28.29,0.4764,0.0213
"       (2006 VG13)",,60200,0.3036,0.8176,5.86,96.53,115.21,121.40,1.333,0.046
"       (2006 VT13)",,60200,0.6252,2.581,2.11,321.57,44.03,30.57,0.2377,0.0108
"       (2006 WT1)",,60200,0.6010,2.472,13.69,244.84,170.57,117.35,0.2535,0.00392
"       (2006 WJ3)",,60200,0.4241,1.751,15.36,232.56,178.52,90.65,0.4252,0.019
"       (2007 AC2)",,60200,0.7438,2.418,9.51,294.41,91.13,168.26,0.2621,0.0171
"       (2007 AV2)",,60200,0.4740,1.438,12.31,285.84,293.40,188.49,0.5716,0.0387
"       (2007 AB12)",,60200,0.7211,2.3,7.81,65.39,283.13,288.67,0.2827,0.00841
"       (2007 BD7)",,54129,0.4979,1.561,4.84,343.79,219.70,332.48,0.5052,0.0379
"       (2007 BJ29)",,60200,0.8258,2.184,11.09,241.97,119.59,70.20,0.3054,0.0239
"       (2007 DY40)",,60200,0.5925,1.719,5.89,160.20,115.02,80.31,0.4374,0.0251
"       (2007 DS84)",,60200,0.4464,1.867,8.91,30.61,172.82,158.02,0.3863,0.0297
"       (2007 DT103)",,60200,0.5748,2.207,5.45,137.01,134.13,339.04,0.3007,0.013
"       (2007 ED125)",,60200,0.5844,1.921,3.78,173.28,290.36,86.42,0.3702,0.00844
"       (2007 FF1)",,60200,0.4825,1.52,8.23,21.57,234.58,254.46,0.5258,0.0352
"       (2007 FT3)",,54180,0.3078,1.13,26.87,9.89,277.18,297.96,0.8208,0.0145
"       (2007 GQ3)",,60200,0.4507,1.805,10.19,34.49,209.65,260.59,0.4065,0.0192
"       (2007 HA)",,60200,0.4702,0.8926,32.99,205.79,133.16,82.68,1.169,0.0145
"       (2007 HE15)",,60200,0.5401,2.146,9.54,297.70,342.35,56.83,0.3136,0.0106
"       (2007 JY2)",,60200,0.6862,2.199,1.61,223.38,107.70,341.07,0.3022,0.00143
"       (2007 JH22)",,60200,0.6093,2.177,5.58,150.89,22.90,39.19,0.3069,0.0426
"       (2007 KG7)",,60200,0.8671,1.782,4.76,66.04,318.59,278.77,0.4143,0.0117
"       (2007 LU19)",,60200,0.6193,2.379,2.61,63.59,143.34,175.45,0.2686,0.0059
"       (2007 PR25)",,54328,0.8472,1.956,3.49,154.97,291.33,342.67,0.3604,0.0119
"       (2007 PV27)",,60200,0.3708,1.273,24.60,324.44,107.64,359.11,0.686,0.0013
"       (2007 PF28)",,60200,0.8029,2.136,5.88,179.45,261.96,31.71,0.3157,0.0166
"       (2007 RF2)",,60200,0.6640,1.731,6.06,11.93,83.62,344.00,0.4329,0.00653
"       (2007 RU9)",,60200,0.6296,1.919,5.66,163.89,286.53,336.69,0.3708,0.00211
"       (2007 RV9)",,60200,0.5663,1.94,6.41,340.36,116.90,287.81,0.3648,0.0162
"       (2007 RU17)",,60200,0.8299,2.034,9.20,16.56,130.82,136.14,0.3397,0.0405
"       (2007 SR11)",,60200,0.6491,2.68,1.47,218.43,99.58,235.78,0.2246,0.0188
"       (2007 TH1)",,60200,0.4177,1.362,20.11,13.69,282.39,47.17,0.6203,0.0211
"       (2007 TS19)",,60200,0.5003,1.084,15.63,24.15,118.07,334.73,0.8734,0.0278
"       (2007 TL23)",,60200,0.7365,1.135,2.13,136.72,101.98,110.59,0.8155,0.0171
"       (2007 TR24)",,60200,0.6682,1.875,3.57,87.08,37.03,46.76,0.3839,0.0465
"       (2007 TU24)",,60200,0.5330,2.044,5.62,126.98,334.30,132.83,0.3373,0.0014
"       (2007 UL12)",,60200,0.8046,1.967,4.19,66.86,95.91,255.04,0.3574,0.0198
"       (2007 UR51)",,54410,0.6907,1.644,7.26,208.59,72.70,30.61,0.4676,0.0126
"       (2007 VG)",,60200,0.6647,1.958,51.16,33.37,261.62,308.78,0.3597,0.0083
"       (2007 VN3)",,60200,0.5771,2.244,15.62,21.91,320.31,271.12,0.2932,0.0278
"       (2007 VT6)",,60200,0.6442,1.95,7.40,213.28,294.25,267.01,0.362,0.0276
"       (2007 VD12)",,60200,0.3648,1.146,22.86,62.68,91.30,266.47,0.8032,0.0104
"       (2007 VZ137)",,60200,0.5854,1.704,5.22,226.35,63.78,87.90,0.4429,0.0234
"       (2007 VM184)",,60200,0.5229,1.181,23.28,65.71,110.13,52.88,0.7682,0.0322
"       (2007 VP243)",,60200,0.5817,2.26,5.65,13.94,312.14,264.55,0.2902,0.0239
"       (2007 XN)",,60200,0.5698,2.216,24.74,256.52,215.43,271.14,0.2988,0.0322
"       (2007 XY9)",,60200,0.6197,2.05,3.34,233.95,127.36,151.09,0.3359,0.0105
"       (2007 XD10)",,60200,0.6666,2.153,18.52,270.06,80.30,18.24,0.312,0.0277
"       (2007 XK11)",,60200,0.6216,2.771,3.44,167.48,197.09,162.64,0.2136,0.0484
"       (2007 YB2)",,60200,0.6951,3.071,16.39,330.03,214.58,311.19,0.1831,0.0145
"       (2008 AX1)",,60200,0.4761,1.547,12.91,263.24,126.49,83.06,0.5124,0.0309
